0.038365,0.5
0.0383974,0.5
0.0384245,0.5
0.0384538,0.5
0.0384774,0.5
0.0385068,0.5
0.0387882,0.5
0.0389004,0.5
0.0389361,0.5
0.0390403,0.5
0.1536,0.5
0.153621,0.5
0.15364,0.5
0.15366,0.5
0.153679,0.5
0.153699,0.5
0.153721,0.5
0.153751,0.5
0.15377,0.5
0.153789,0.5
0.261966,0.5
0.261992,0.5
0.262014,0.5
0.262046,0.5
0.262069,0.5
0.262091,0.5
0.262114,0.5
0.262144,0.5
0.262167,0.5
0.262189,0.5
0.340874,0.5
0.340897,0.5
0.340918,0.5
0.340955,0.5
0.340975,0.5
0.340994,0.5
0.341013,0.5
0.341034,0.5
0.341053,0.5
0.341072,0.5
0.438348,0.5
0.438366,0.5
0.438377,0.5
0.438389,0.5
0.4384,0.5
0.438411,0.5
0.438423,0.5
0.438435,0.5
0.438446,0.5
0.43846,0.5
0.538355,0.5
0.538373,0.5
0.538386,0.5
0.538402,0.5
0.538417,0.5
0.538431,0.5
0.538446,0.5
0.538461,0.5
0.538476,0.5
0.53849,0.5
0.638342,0.5
0.638351,0.5
0.638357,0.5
0.638364,0.5
0.638373,0.5
0.638399,0.5
0.638406,0.5
0.638413,0.5
0.63842,0.5
0.638426,0.5
0.738341,0.5
0.73835,0.5
0.738357,0.5
0.738364,0.5
0.73837,0.5
0.738377,0.5
0.738384,0.5
0.73839,0.5
0.738397,0.5
0.738403,0.5
0.838325,0.5
0.838333,0.5
0.838339,0.5
0.838346,0.5
0.838352,0.5
0.838358,0.5
0.838365,0.5
0.838371,0.5
0.838377,0.5
0.838383,0.5
0.938325,0.5
0.938334,0.5
0.93834,0.5
0.938347,0.5
0.938353,0.5
0.93836,0.5
0.938366,0.5
0.938373,0.5
0.938379,0.5
0.938386,0.5
1.03833,0.5
1.03834,0.5
1.03834,0.5
1.03835,0.5
1.03837,0.5
1.03837,0.5
1.03838,0.5
1.03839,0.5
1.03839,0.5
1.0384,0.5
1.13835,0.5
1.13836,0.5
1.13837,0.5
1.13837,0.5
1.13838,0.5
1.13839,0.5
1.13839,0.5
1.1384,0.5
1.13841,0.5
1.13843,0.5
1.2383,0.5
1.23831,0.5
1.23831,0.5
1.23832,0.5
1.23833,0.5
1.23833,0.5
1.23834,0.5
1.23835,0.5
1.23836,0.5
1.23841,0.5
1.33839,0.5
1.3384,0.5
1.3384,0.5
1.33841,0.5
1.33842,0.5
1.33843,0.5
1.33843,0.5
1.33844,0.5
1.33844,0.5
1.33845,0.5
1.43833,0.5
1.43834,0.5
1.43835,0.5
1.43836,0.5
1.43836,0.5
1.43837,0.5
1.43838,0.5
1.43838,0.5
1.43839,0.5
1.4384,0.5
1.53832,0.5
1.53833,0.5
1.53834,0.5
1.53835,0.5
1.53836,0.5
1.53837,0.5
1.53838,0.5
1.53839,0.5
1.5384,0.5
1.53841,0.5
1.63834,0.5
1.63834,0.5
1.63835,0.5
1.63836,0.5
1.63836,0.5
1.63837,0.5
1.63838,0.5
1.63838,0.5
1.63839,0.5
1.63839,0.5
1.7383,0.5
1.73831,0.5
1.73832,0.5
1.73832,0.5
1.73834,0.5
1.73835,0.5
1.73835,0.5
1.73836,0.5
1.73838,0.5
1.73839,0.5
1.83833,0.5
1.83833,0.5
1.83834,0.5
1.83835,0.5
1.83835,0.5
1.83836,0.5
1.83837,0.5
1.83837,0.5
1.83838,0.5
1.83839,0.5
1.93831,0.5
1.93831,0.5
1.93832,0.5
1.93833,0.5
1.93833,0.5
1.93834,0.5
1.93835,0.5
1.93835,0.5
1.93838,0.5
1.93838,0.5
2.03831,0.5
2.03832,0.5
2.03832,0.5
2.03833,0.5
2.03834,0.5
